index,voted
112,0.759442708241268
113,0.6811217529929106
114,0.7707796208776808
115,0.8984243209107833
116,0.435911057194335
117,0.1911066815889767
118,0.17407048991319907
119,0.3629070084229514
120,0.27790415546663005
121,0.5989500609543849
122,0.9874417160354099
123,0.37140962790236287
124,0.4702977029184
125,0.6990003138656682
126,0.7900003220524898
127,0.6987483568342862
128,0.8518845408671352
129,0.6271962274841733
130,0.5091753802363249
131,0.35764345728533165
132,0.2326678944776016
133,0.8318744942086105
134,1.0237089808138293
135,0.9704404742400815
136,0.2587061855204923
137,0.7044467690045078
138,0.3986451620543189
139,0.8008748993270414
140,0.6116289866624123
141,0.7974663378698051
142,0.1769592835866115
143,0.4198087476133333
144,0.515509978171182
145,0.5538221431891087
146,0.5352397260772394
147,0.4353647989875594
148,0.5486850023796318
149,0.6731467663144997
150,0.47229751106454076
151,0.3775937798061598
152,0.6430612139708356
153,0.5461991454879941
154,0.5324952385850464
155,0.5362057348498667
156,0.8415222254998396
157,0.6244124334594409
158,0.872697262566323
159,0.6229970501055038
160,0.681517831020536
161,0.4735612797976281
162,0.3891546208261395
163,0.3486809521480948
164,0.5948903020911928
165,0.6375855482991659
166,0.4318176995629397
167,0.8003870303172307
168,0.4814833835164535
169,0.9936737138953542
170,0.9773269622032363
171,0.518623140862002
172,0.4354963914678731
173,0.6606934122032777
174,0.6842568983448056
175,0.713458824725894
176,0.7430268598388861
177,0.5433132133735087
178,0.016735284861060462
179,0.7661080821499154
180,0.8971821416982388
181,0.5723474356957017
182,0.742752570830248
183,0.4242939620703646
184,0.29659058750240674
185,0.34388986931389365
186,0.46112813099756866
187,0.6921845997457431
188,0.6961133360950615
189,0.5933281999773258
190,0.716208653714907
191,0.5855175568406653
192,0.6706801214726341
193,0.29032679395614125
194,0.5369317360268393
195,0.26709813681194416
196,0.36932603401529795
197,0.3459752430679184
198,0.3101380347314727
199,0.6253424486704428
200,0.4745234919090484
201,0.6551194295879279
202,0.4619789443857353
203,0.3993233039495031
204,0.8377241009894478
205,-0.00924493716970054
206,0.2858377782866107
207,0.35113203410221394
208,0.2208784006739647
209,0.6986135433085278
210,0.9107423538756995
211,0.549494399591517
212,0.1720849592650736
213,0.9485149501385907
214,0.393101726105764
215,0.4680354803409008
216,0.7269769309117846
217,0.38276936296649955
218,0.19282571245317537
219,0.318608766727986
220,0.4609120361948401
221,0.6002700717669744
222,0.7858118333612161
223,0.2974448339915713
224,0.49886541162741227
225,0.452888875660728
226,0.40337808657060703
227,1.000132809440064
228,0.5156198068458447
229,0.45047861996145067
230,0.47791915578425836
231,0.17194037266235995
232,0.3358505670060671
233,0.6666351218699189
234,0.8812727720463233
235,0.6654426751360556
236,0.9039182218808043
237,0.7781245752120303
238,0.6926543875430139
239,0.5112033740448947
240,0.6436853900367063
241,0.6187118475865476
242,0.36309605981459403
243,0.663274018341918
244,0.5382387208018705
245,0.5095602686011335
246,0.38167854356834074
247,0.7621721152062174
248,0.46898299478321326
249,0.7046209446740928
250,0.7584747337406783
251,0.5325927107082323
252,0.5180951687583688
253,0.6061937167263483
254,0.3336562561594466
255,0.5120080398336417
256,0.19486403634541072
257,0.4242812756905302
258,0.6930229721273712
259,0.45028454865819645
260,0.7865282255255924
261,0.47215707133494866
262,0.5510909873723545
263,0.6485173809164682
264,0.4963447297609732
265,0.07879649631861563
266,0.7962476667865473
267,0.829123908896634
268,0.6256057874914386
269,0.8131310307741189
270,0.37505705907325704
271,0.5167130425529761
272,0.611466393126417
273,0.37469639211349126
274,0.47773359489889633
275,0.6594329517648396
276,0.9871704266815873
277,0.8274522847286451
278,0.5457577756141707
279,0.43164858773431247
280,0.5483267369682285
281,0.7162448861505323
282,0.675259902770194
283,0.5201622573054663
284,0.207858127628744
285,0.5350360911489374
286,0.26489815602759215
287,0.03553346738133256
288,0.2492427283945141
289,0.6692869276288858
290,-0.005082546158513779
291,0.6934295774893023
292,0.43381369107555323
293,0.6797729282650384
294,0.4853946622038471
295,0.5125163735275101
296,0.2990041666897504
297,0.06163850414924843
298,0.4484749143457799
299,0.6643306161144658
300,0.7238153249673215
301,0.7155367488989683
302,0.6387453050836424
303,0.4093854108566781
304,0.9259532219246733
305,0.7680117892980528
306,0.5905730140972647
307,0.4086649959192714
308,0.6876536419518545
309,0.6067776295056554
310,0.6476996153391512
311,0.64702885915051
312,0.6088105405248231
313,0.6858674936789697
314,0.2768054706581632
315,0.8090502006738642
316,0.38902924125286376
317,0.5583802715048902
318,0.5898251321205933
319,0.19132996823823467
320,0.5603057042390601
321,0.5203987033784048
322,0.7158820716090193
323,0.3737576449362553
324,0.5255581675854532
325,0.5156666932579955
326,0.31955916843561216
327,0.4955257786170534
328,0.4987540671903602
329,0.8481444876962383
330,0.9774249374650023
331,0.3475783227509951
332,0.301079004072464
333,0.6446963172661733
334,0.918213199098374
335,0.6858440420845282
336,0.4941074485196727
337,0.6217957039223375
338,0.6712170212083993
339,0.8709610419957345
340,0.8363010892432647
341,0.1579623067291136
342,0.544437749146201
343,0.22076953487413786
344,0.6192261853429002
345,0.33797983165884904
346,0.45213435907363153
347,0.8084777969347943
348,0.2917410266331665
349,0.36343422773774525
350,0.8774476210655143
351,0.7799264312578745
352,0.33809129915792724
353,0.5067928745242561
354,0.7867178509776787
355,0.323458445574513
356,0.814666118118512
357,0.6297732795702653
358,1.0126475968282604
359,0.24285309855956871
360,0.694221594575582
361,0.6049271996277973
362,0.7253958500051589
363,0.6576114398556209
364,0.6631901956622268
365,0.7583114312672269
366,0.579710618425358
367,0.7500016482459395
368,0.24069895115375306
369,0.29031998151898497
370,0.47745260869903916
371,0.7928323436057992
372,0.2514858231142222
373,0.8065679897653699
374,0.36026754988798515
375,0.9793175244049729
376,0.4307867408165539
377,0.5303303019177917
378,0.5349860581489255
379,0.38395756758510735
380,0.6340418651712104
381,0.6634607293672447
382,0.6507577934659228
383,0.4842545626579985
384,0.3615223142209666
385,0.3020747725753059
386,0.38790583917099863
387,0.5682991299140584
388,0.5841099866072023
389,0.20040319487745584
390,0.6787443292430917
391,0.6525586087951286
392,0.4766866828876414
393,0.5357011170631405
394,0.26232982317335674
395,0.7740700516049381
396,0.18343661461733807
397,0.6472579346676317
398,0.7011578117743299
399,0.4339677990668499
400,0.48772075272505433
401,0.7914325874391233
402,0.6893757748235065
403,0.9050345603788004
404,0.39715241426716785
405,0.3935041073065422
406,0.22361603446247502
407,0.5429753452015227
408,0.42648966140192934
409,0.6503737240005515
410,0.3539888721148291
411,0.6301541028786852
412,0.6832613408923776
413,0.6516674727753724
414,0.1294030931536485
415,0.5117468928539729
416,0.5031503469645529
417,0.9178459034366594
418,0.8781789917386611
419,0.7165554628410726
420,0.4917370097090482
421,0.5626941311302452
422,0.3749388066528233
423,0.37940045907469455
424,0.14046324825028522
425,0.07810853483357261
426,0.2913633125881214
427,0.48752584046630976
428,0.36980141900194574
429,0.25674505248908297
430,0.45257201618827214
431,0.20791138472093673
432,0.41253094172041493
433,0.5222736217446152
434,0.519156255351111
435,0.4116716119744358
436,0.6195378458034096
437,0.5224889654725197
438,0.4952782468255499
439,0.8665198515500876
440,0.6297002095328779
441,0.30565203885232084
442,0.6409077771689593
443,0.525475517712324
444,0.6108292745045011
445,0.19418654102976074
446,0.4564633895434921
447,0.5436911717635285
448,0.39364686903213664
449,0.7267758348591451
450,0.44496676680079905
451,0.5722809071276654
452,0.545412886006651
453,0.5727166894961665
454,0.38906442817558373
455,0.4737157289925943
456,0.6629804891589988
457,0.753465656357452
458,0.6869340911266797
459,0.8743869621484299
460,0.3729069139809984
461,0.21118378375759062
462,0.7563579284851413
463,0.5288696933046055
464,0.3640128069835046
465,0.43039757051737393
466,0.46589888719976014
467,0.7893984851816309
468,0.661884314259822
469,0.7167929100600583
470,0.838526596395769
471,0.6568540523678839
472,0.7722612614483099
473,0.33503701441562594
474,0.5609824731746974
475,0.7566778740092115
476,0.4615707750777801
477,0.8040825442296684
478,0.7722567979577128
479,0.834952179192787
480,0.39092909426743006
481,0.8048127458275045
482,0.36054235081897323
483,0.6306803766426301
484,0.9870061346562318
485,0.8660802305736917
486,0.46925155741317226
487,0.19811489534597382
488,0.2524077163896622
489,0.4885355607965832
490,0.6643125138050474
491,0.34594313882319006
492,0.5550759681995898
493,0.6699700111254745
494,0.8612034380532015
495,0.5489906320267824
496,0.36050004567420535
497,0.7268337828868686
498,0.1742538911069097
499,0.5555829332771361
500,0.6751896268005386
501,0.7587329640043032
502,0.5080333967184776
503,0.547148366547937
504,0.38765844837761854
505,0.6731754626513053
506,0.48098425048668403
507,0.3892735703112685
508,0.4055869687402388
509,0.6357884959281483
510,0.42867488880797044
511,0.6394781023803262
512,0.6419156014049883
513,0.5228196500409231
514,0.7487613459450496
515,0.546326064952526
516,0.2429303921510736
517,0.4849219743647081
518,0.41785797125838653
519,0.6585444169176897
520,0.5592326796796835
521,0.5585069425820882
522,0.9021975918932699
523,0.43958582981322525
524,0.1286339708973434
525,0.8501999306641153
526,0.7841802307765142
527,0.7136677936473894
528,0.8284106098023551
529,0.8132932449265837
530,0.7044088946087359
531,0.6178233506473807
532,0.07410719701617485
533,0.6532542094121168
534,0.41914621451633727
535,0.24631333101557107
536,0.5657909311404979
537,0.44356445361068986
538,0.5839845117954273
539,0.4656904701950846
540,0.5936785012247058
541,0.6385081451636179
542,0.794806191241225
543,0.34885420141910173
544,0.700942822419309
545,0.6079873225421807
546,0.9621996046899988
547,0.3762231552585079
548,0.8430309702318938
549,0.6556040237294369
550,0.24693450262754124
551,0.3476965336623966
552,0.3476682434883076
553,0.7338878160697495
554,0.3132744099544471
555,0.3067930007092782
556,0.56377769236899
557,0.7864631482460026
558,0.6179881674401191
559,0.4555805840396876
560,0.6300674393644234
561,0.7006059676911193
562,0.5077936984123742
563,0.8716107134092584
564,0.41875872545141923
565,0.932439110575381
566,0.3622835462727829
567,0.5960966558276012
568,0.8362977565769361
569,0.5245907094478485
570,0.6132236971785032
571,0.8642330756189085
572,0.5999524048879288
573,0.7490244586002073
574,0.644902998427788
575,0.7723542963800183
576,0.2800908927843059
577,0.6309466173060352
578,0.6256392486586465
579,0.7961616258303332
580,0.38669389768870555
581,0.6422642007382255
582,0.6716325370035701
583,0.19473802909384008
584,0.6644951984567892
585,0.8000154673661392
586,0.34804387739942244
587,0.6743510002473798
588,0.7122652040856416
589,0.32606612259334844
590,0.6838979083808759
591,0.23831696627018395
592,0.6139760692905597
593,0.06460116214237499
594,0.243342099094487
595,0.5841549384287854
596,0.4263760058694931
597,0.5080727893493118
598,0.6940607942081174
599,0.6126121209996123
600,0.5091979839635493
601,0.13687913302944954
602,0.7616275258027493
603,0.487279116368028
604,0.5573551346735176
605,0.41431670783991337
606,0.4945558330664007
607,0.36776214899977766
608,0.7457473444165
609,0.5964905460448644
610,0.43197812701711724
611,0.6553097426455397
612,0.4187257260767
613,0.5136159194788835
614,0.3363987267585783
615,0.27729469643735316
616,0.5855942622859408
617,0.1386684375772611
618,0.5034007435576955
619,0.5089470327425715
620,0.06707752187738558
621,0.48634577715064764
622,0.5186755536732229
623,0.5133216876919197
624,0.4924634358873655
625,0.47612106626160666
626,0.4879342705379556
627,0.727615526379277
628,0.9482696732189086
629,0.8833112382609563
630,0.7667329542859471
631,0.4225899977285942
632,0.6674262974765739
633,0.41770516819493
634,0.5434385041289413
635,0.8138420049942288
636,0.563496225849729
637,0.39280041354123396
638,0.22808001247749754
639,0.6743645294953347
640,0.6543519993737316
641,0.6419241492254413
642,0.5564209959776512
643,0.6902031082392037
644,0.5632851684418182
645,0.634310845319128
646,0.807737815361232
647,0.7791330773870729
648,0.38039753896328976
649,0.5193421838522848
650,0.8939133596782978
651,0.5891529331466632
652,0.8287221246566298
653,0.4362402122613449
654,0.4017640116638911
655,0.6543291344426895
656,0.32015365107678584
657,0.46476116970530534
658,0.8297743669223194
659,0.6414837453186284
660,0.620501849633294
661,0.6968109026588233
662,0.379018837730146
663,0.6671914999781696
664,0.7186786498029023
665,0.37116305162505403
666,0.28951536895532926
667,0.30077454399603976
668,0.6948305650456355
669,0.628050752296964
670,0.4201205135188474
671,0.4665835134692934
672,0.8345087406851508
673,1.0423806370162676
674,0.5405721056484643
675,0.44844156368466126
676,0.8606887895598749
677,0.5482053257200551
678,0.7600440087688543
679,0.1903996700697922
680,0.4549370043359864
681,0.8431679849122513
682,0.7690191293155958
683,0.6022138707252007
684,0.30378541467589426
685,0.6802989772927058
686,0.46348402358352436
687,0.6587190851198581
688,0.503435574578596
689,0.5300384982929989
690,0.4603210258563637
691,0.6299930296091611
692,0.9017070177527917
693,0.669686500770706
694,0.45683662934047875
695,0.5997962188497593
696,0.934766585636186
697,0.4272202471918751
698,0.5737176231469273
699,0.34598680865525966
700,0.3270332806420495
701,0.6525477224020114
702,0.32847300425074455
703,0.3392157046461085
704,0.8456428796042472
705,0.9446610808401018
706,0.841050133538521
707,0.7987813805722578
708,0.6514503605902442
709,0.6844015175527809
710,0.8583000187153683
711,0.5614286566178455
712,0.47543319083500524
713,0.1322612017868957
714,0.7692205874794862
715,0.7937995554345618
716,0.5280410220899322
717,0.7349004092257774
718,0.46957102635076264
719,0.3786120065375408
720,0.6940724633623094
721,0.8969538538464863
722,0.4106339442947814
723,0.8040020193392889
724,0.4800204073762776
725,0.36065849692404073
726,0.6445091701880221
727,0.870870261112364
728,0.2918073684942104
729,0.5627708436902624
730,0.7514476215124682
731,0.6179157743130959
732,0.9505432589082492
733,0.6676865430465373
734,0.46141003119513235
735,0.8679588344922484
736,0.8338026137143628
737,0.7213269284156762
738,0.7276213901574325
739,0.6607823432620141
740,0.631020125490203
741,0.9509755845633692
742,1.0287890084308926
743,0.7534299075252995
744,0.857421161797419
745,0.3664432158070059
746,0.3624937380468304
747,0.24896185120134018
748,0.4748541802846976
749,0.6252691146206305
750,0.5764582227348382
751,0.6867633694554294
752,0.42759418479567923
753,0.7787177837632117
754,0.15331691374731315
755,0.6857463999427444
756,0.8035507420860906
757,0.49045285101605274
758,0.6794586021918183
759,0.5632811147637135
760,0.5740822233679194
761,0.733636886524268
762,0.45059952574420337
763,0.24873755192765357
764,0.7261165607893676
765,0.8262270158481193
766,0.9518598400413902
767,0.46750876364496485
768,0.8112883743127508
769,0.8722115897332577
770,0.38251054833915454
771,0.6841713412150094
772,0.853415876663072
773,0.6276879154216084
774,0.44299624589589903
775,0.6242417104087301
776,0.44702445954296466
777,0.29506485336666566
778,0.5385435132975244
779,0.6345718599968437
780,0.7701225297942311
781,0.6765153755561218
782,0.5352015372672397
783,0.543687777848007
784,0.834103652473764
785,0.5111172136318033
786,0.4674116655638675
787,0.31790113591387337
788,0.3783502651125664
789,0.30022949285944767
790,0.4028368050209026
791,0.2556987313614344
792,0.6354968896126316
793,0.6534205658259236
794,0.8295535784072747
795,0.5737863522158941
796,0.542849383839434
797,0.6281403826756499
798,0.39010718716795634
799,0.3348525128103519
800,0.7668874026257078
801,0.7259659203045804
802,0.725178100014948
803,0.7340100253279499
804,0.5047996663561475
805,0.1885587689723811
806,0.37876307813207466
807,0.45824181115727913
808,0.3985211906350766
809,0.5899714772671978
810,0.8570809592934938
811,0.458679719381462
812,0.36085542218935596
813,0.6163469283553221
814,0.8250004446595287
815,0.4596004830419067
816,0.628482446024288
817,0.6673349814584159
818,0.5087111907316012
819,0.7284995007296639
820,0.44909320386618135
821,0.9982993980962173
822,0.552274674283851
823,0.4163057837313958
824,0.9312739781342442
825,0.6729019113265444
826,0.5261636778948542
827,0.6818385073595576
828,0.5619470754283298
829,0.4646727826449316
830,0.39125244978327733
831,0.5633593576801843
832,0.7294227057374709
833,0.06743056837838046
834,0.45058303512741527
835,0.8475996325940117
836,0.16749379215040405
837,0.2414507935404604
838,0.19501711231381347
839,0.39372847393208754
840,0.44481717713683133
841,0.45254033764449064
842,0.895818805530699
843,0.7291635831179627
844,0.3851468799843525
845,0.4317089312094292
846,0.6863886204422285
847,0.32044205362844425
848,0.5175010543760329
849,0.293773906664495
850,0.5836558053369058
851,0.4742219634970949
852,0.6983707221766451
853,0.4210004508912103
854,0.24111068285927562
855,0.7862170453947843
856,0.6430716079099863
857,0.33024614232459304
858,0.5191344927512253
859,0.46163755307856025
860,0.7735376955528566
861,0.6014539251287161
862,0.4944808396451329
863,0.3628190058959515
864,0.5995300131666504
865,0.8390903509339596
866,0.4740277393399206
867,0.15938254699731946
868,0.26194684999873796
869,0.3136537557671827
870,0.2839816447357234
871,0.28540308655715785
872,0.43475984265399603
873,0.6973422010667916
874,0.5133601482100062
875,0.3845861760941415
876,0.3106641654795602
877,0.4298118595024336
878,0.5219839684728542
879,0.5766837815863117
880,0.8198705954886223
881,0.39541615157327115
882,0.6689129657898614
883,0.9460280241571585
884,0.6770925061296988
885,0.5198797688617002
886,0.48425686551456193
887,0.6159409951925853
888,0.6154915890040186
889,0.6447862176663197
890,0.6656349605814047
891,0.6290150977423576
892,0.37717320999180626
893,0.23459950096884186
894,0.3999314641876025
895,0.36506576284051484
896,0.6144949203768869
897,0.8440999182529929
898,0.8852642174666038
899,0.8800346884549649
900,0.710659016466854
901,0.6526793182922692
902,0.33582274382047683
903,0.6556370067945496
904,0.4454246299405288
905,0.4446177736315039
906,0.47197646763679735
907,0.41387661031544554
908,0.43394167780775694
909,0.7172602475162755
910,0.5201200158753801
911,0.46721697970008236
912,0.4122060674641823
913,0.3431136451256379
914,0.2510669183015096
915,0.16458475877768874
916,0.7747636949590455
917,0.7043140645581942
918,0.3693366001978895
919,0.562621772527066
920,0.3236641841051461
921,0.26301924992922243
922,0.33442552105765133
923,0.8015000460128372
924,0.5614975894408946
925,0.4225309899669075
926,0.7051666179981381
927,0.32307972197934387
928,0.9430072558559752
929,0.039958684351349305
930,0.6252267895200404
931,0.5286165233626375
932,0.7380981313037743
933,0.831943034105232
934,0.3270144481480052
935,0.4772458821614487
936,0.5107747552064539
937,0.787091817915224
938,0.8272142513989873
939,0.3474151577072512
940,0.4937192232189517
941,0.3689134329812339
942,0.4120381971762467
943,0.2992998411011074
944,0.4525350988883531
945,1.021079367452482
946,0.5825567399078072
947,0.653098968559603
948,0.49044005871531227
949,0.522779464351389
950,0.5766753301354569
951,0.38581404610556114
952,0.6437483739074046
953,0.5669160032318826
954,0.1967493530193818
955,0.3904543285576503
956,0.4022631102245381
957,0.1622178841103351
958,0.7549729094651484
959,0.6935626510875113
960,0.607707902765268
961,0.40741765957870946
962,0.5326807891128661
963,0.07991963985214579
964,0.30915327451545593
965,0.7600428351968749
966,0.5271568288127537
967,0.458990244474091
968,0.7517366090189874
969,0.4902486039298871
970,0.6256583108947509
971,0.37470667463320184
972,0.6439455192110625
973,0.625938742269034
974,0.5162668691695037
975,0.5553894197682062
976,0.5398681517696943
977,0.9196232278642478
978,0.5760580253412433
979,0.6968131436276894
980,0.7523103836848666
981,0.44813900295241016
982,0.8430002380562301
983,0.538828776111231
984,0.6160332085276199
985,0.9671619778531847
986,0.6719168710205976
987,0.6661791529266432
988,0.4640050572454196
989,0.43574092741609893
990,0.5644565579063247
991,0.38116349338760647
992,0.7685551179419656
993,0.48374954665909287
994,0.649873641237086
995,0.42760781093156897
996,0.6818020792030288
997,0.13254810740713052
998,0.7297164524670552
999,0.3452352666866437
1000,0.3152241840399359
1001,0.4895889821645333
1002,0.633394150182818
1003,0.30562218132444896
1004,0.7480128712087406
1005,0.648154972668155
1006,0.32631495125473153
1007,0.6045145355662241
1008,0.49018274974706
1009,0.4458816110618741
1010,0.3787205676880826
1011,0.6134494670512155
1012,0.5743129655481986
1013,0.5419026473034494
1014,0.9541810311340833
1015,0.6829801408717617
1016,0.9238689713162331
1017,0.35570741520315996
1018,0.5050770811491082
1019,0.4458845460353714
1020,0.644564810275052
1021,0.7115390299821142
1022,0.44950320521372544
1023,0.5872533819882326
1024,0.3352386129758327
1025,0.13435190445867318
1026,0.25952725093185647
1027,0.36948873386138315
1028,0.4791979574516324
1029,0.2780057691579615
1030,0.6826741463460406
1031,0.8259559249008619
1032,0.9573898368920377
1033,0.27279846019607235
1034,0.37248593573756017
1035,0.7542895225546262
1036,0.5864774146813486
1037,0.1778280783723275
1038,0.4976624815166596
1039,0.7839721071774367
1040,0.6081646607109221
1041,0.2534974959335129
1042,0.3930464758499166
1043,0.5141451485300875
1044,0.784615081202664
1045,0.30080951103137554
1046,0.4039731084704451
1047,0.7310566831283289
1048,0.22646296644799058
1049,0.3910997862357476
1050,0.8302393839928595
1051,0.6629376187678164
1052,0.36167699655900243
1053,0.6033816998612791
1054,0.6245415731965048
1055,0.12103065597041507
1056,0.8096177399129049
1057,0.6909692765182238
1058,0.4509057492062035
1059,0.2538962391839814
1060,0.5105158905485468
1061,0.5309031326491054
1062,0.4694509181430778
1063,0.49102383232105495
1064,0.607210637704363
1065,0.4911972518987614
1066,0.7077262732024554
1067,0.3989070249256662
1068,0.27692493385703987
1069,0.35382613404919205
1070,0.5125131176106413
1071,0.7533260583796481
1072,0.4046383911011818
1073,0.47848496306168464
1074,0.7288297839194506
1075,0.28925397590156166
1076,0.5155662570405048
1077,0.8908019694176477
1078,0.45801269578267456
1079,0.7132091708313992
1080,0.8266259888187691
1081,0.1659038606006693
1082,0.4142814139180935
1083,0.9363615410499267
1084,0.2169485172255311
1085,0.30252654432980053
1086,0.4549903654714623
1087,0.6952932469180606
1088,0.527209767617145
1089,0.8419074882978232
1090,0.6077337048741921
1091,0.4017272132212574
1092,0.6660502961150113
1093,0.5430696652716042
1094,0.217128078784823
1095,0.2103702631306278
1096,0.7067273219534979
1097,0.8685487937796473
1098,0.9461442387480077
1099,0.6532442641270617
1100,0.508545389964834
1101,0.5327068708298958
1102,0.61756983489265
1103,0.8707470481901792
1104,0.5366736984569466
1105,0.5520606587545615
1106,0.22433177178060426
1107,0.5741885450924354
1108,0.7522994557509501
1109,0.5181990363262473
1110,0.619640191491296
1111,0.34757952958830607
1112,0.4299882138556713
1113,0.4494439131879556
1114,0.7861386525238314
1115,0.6942745279445744
1116,0.8644358286873162
1117,0.49626370466045544
1118,0.494561121586246
1119,0.5177372700341053
1120,0.32488239904345095
1121,0.640307293800903
1122,0.6494037297146036
1123,0.7816049018000295
1124,0.532300298182176
1125,0.517722722418913
1126,0.7037770600018215
1127,0.8915883025296183
1128,0.4656094389952009
1129,0.39144295617408564
1130,0.5177098046042617
1131,0.6291986780185044
1132,0.4488185168623654
1133,0.5606909511897509
1134,0.4104028984108946
1135,0.7733675585097018
1136,0.1703851471443849
1137,0.24579224060310667
1138,0.5316288447083392
1139,0.5353085240578733
1140,0.6478967907980437
1141,0.9749843699865988
1142,0.7955741637775331
1143,0.5184775816165964
1144,0.2919245008819411
1145,0.49327992146935606
1146,0.5632141376569402
1147,0.39272692111283125
1148,0.62737510732266
1149,0.7533391368368446
1150,0.5822604560831864
1151,0.6850682459906352
1152,0.14433387168976497
1153,0.8087283343699556
1154,0.42542325321957597
1155,0.03682877323772371
1156,0.41648623752378444
1157,0.5069879227849733
1158,0.37031313064745996
1159,0.4638086281543994
1160,0.8444809720975007
1161,0.20890206630996289
1162,0.3587194967420426
1163,0.346764262575045
1164,0.5690639264674681
1165,0.39017614167133674
1166,0.3876348105991967
1167,0.2358996980185436
1168,0.47032623055899037
1169,0.6926279042465339
1170,0.5992197523404099
1171,0.5503821146083194
1172,0.3568908836765716
1173,0.8640142231409985
1174,0.4186521894333638
1175,0.3544782468623099
1176,0.7683906730559402
1177,0.7690834254829504
1178,0.5523770789581411
1179,0.7252055047386976
1180,0.5310441705257413
1181,0.80129836466955
1182,0.29867173580380335
1183,0.2704298862313059
1184,0.46665822637270327
1185,0.45856907582183115
1186,0.08117352217644314
1187,0.9112560242817753
1188,0.772575042080515
1189,0.6810790017355779
1190,0.47396902623652226
1191,0.43602792829175485
1192,0.9500770124425066
1193,0.6141782652309431
1194,0.45207886586227286
1195,0.7465005317926949
1196,0.22585514782163185
1197,0.5036182210508098
1198,1.047640014749447
1199,0.4530872915482672
1200,0.3153237946527384
1201,0.8177047851131818
1202,0.5697634967960491
1203,0.7073499363684003
1204,0.49291454801008383
1205,0.31656423189808447
1206,0.7239195407315597
1207,0.7348673067233662
1208,0.28424580665878085
1209,0.8796942458211496
1210,0.5210702547577754
1211,0.5152919847283165
1212,0.7563098997334841
1213,0.5454924599608321
1214,0.7298068061053546
1215,0.417657839359984
1216,0.5962285109500685
1217,0.3655007149960666
1218,0.34453260077366854
1219,0.6250067905625374
1220,0.6567642228350077
1221,0.9919680158389717
1222,0.479769338130545
1223,0.6285603468149829
1224,0.6976155503018131
1225,0.7218258696128625
1226,0.5261727493082143
1227,0.42053059569342943
1228,0.5059329358946346
1229,0.16830143400395337
1230,0.510052067346939
1231,0.8109067502743832
1232,0.13461629944742637
1233,0.6737755794352008
1234,0.6847706290762934
1235,0.3976764262196447
1236,0.5743326731520743
1237,0.3059382731897231
1238,0.7568339757390175
1239,0.634144778505509
1240,0.3964262827774445
1241,0.3049285889046982
1242,0.3227833872900612
1243,0.376263970300288
1244,0.698885946965668
1245,0.4798569452775773
1246,0.7774547315704544
1247,0.19216107723209108
1248,0.5649024166292967
1249,0.7074741241898443
1250,0.26732768559542497
1251,0.9245893250270378
1252,0.5378727011210599
1253,0.7010528275118599
1254,0.49699048638439114
1255,0.7619081109733501
1256,0.6454649996097642
1257,0.7304355694402105
1258,0.39952860270123447
